transaction_id,transaction_date,clean_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,day_name,month_name,day_number,time_bucket,day_type,Month_period,Bucket_spend,clean_unit_price,revenue
4800,2023-01-09,12:38:05,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3,6
4801,2023-01-09,12:42:04,2,5,Lower Manhattan,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,4.5,9
4802,2023-01-09,12:42:04,1,5,Lower Manhattan,79,"4,69",Bakery,Scone,Jumbo Savory Scone,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,4.69,4.69
4803,2023-01-09,12:42:39,1,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.5,2.5
4804,2023-01-09,12:44:47,2,3,Astoria,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.1,6.2
4805,2023-01-09,12:45:28,2,3,Astoria,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.5,5
4806,2023-01-09,12:45:28,1,3,Astoria,7,"19,75",Coffee beans,Premium Beans,Jamacian Coffee River,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,19.75,19.75
4807,2023-01-09,12:48:28,2,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.5,5
4808,2023-01-09,12:48:47,1,3,Astoria,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.2,2.2
4809,2023-01-09,12:48:58,2,8,Hell's Kitchen,38,"3,75",Coffee,Barista Espresso,Latte,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.75,7.5
4810,2023-01-09,12:48:58,2,8,Hell's Kitchen,63,"0,8",Flavours,Regular syrup,Carmel syrup,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,0.8,1.6
4811,2023-01-09,12:49:56,1,3,Astoria,40,"3,75",Coffee,Barista Espresso,Cappuccino,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.75,3.75
4812,2023-01-09,12:51:08,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3,6
4813,2023-01-09,12:53:13,1,8,Hell's Kitchen,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.5,2.5
4814,2023-01-09,12:56:35,2,3,Astoria,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.2,4.4
4815,2023-01-09,12:59:22,1,8,Hell's Kitchen,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.75,3.75
4816,2023-01-09,13:04:10,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3,3
4817,2023-01-09,13:05:06,1,3,Astoria,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.5,3.5
4818,2023-01-09,13:08:04,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3,3
4819,2023-01-09,13:08:04,1,3,Astoria,21,"13,33",Packaged Chocolate,Drinking Chocolate,Chili Mayan,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,13.33,13.33
4820,2023-01-09,13:08:31,1,5,Lower Manhattan,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.2,2.2
4821,2023-01-09,13:12:25,1,5,Lower Manhattan,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.5,2.5
4822,2023-01-09,13:12:25,1,5,Lower Manhattan,74,"4,38",Bakery,Biscotti,Ginger Biscotti,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,4.38,4.38
4823,2023-01-09,13:32:30,2,8,Hell's Kitchen,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,4.5,9
4824,2023-01-09,13:34:35,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2,2
4825,2023-01-09,13:37:11,2,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.1,6.2
4826,2023-01-09,13:37:35,1,5,Lower Manhattan,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.2,2.2
4827,2023-01-09,13:40:29,2,3,Astoria,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,4.75,9.5
4828,2023-01-09,13:40:48,1,5,Lower Manhattan,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.5,2.5
4829,2023-01-09,13:46:22,2,3,Astoria,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.5,7
4830,2023-01-09,13:49:50,1,8,Hell's Kitchen,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,4.5,4.5
4831,2023-01-09,13:51:28,1,3,Astoria,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.75,3.75
4832,2023-01-09,13:52:27,1,8,Hell's Kitchen,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.5,2.5
4833,2023-01-09,13:54:43,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3,6
4834,2023-01-09,13:54:50,1,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,4.25,4.25
4835,2023-01-09,13:54:50,1,8,Hell's Kitchen,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,0.8,0.8
4836,2023-01-09,13:54:50,1,8,Hell's Kitchen,78,"4,5",Bakery,Scone,Scottish Cream Scone ,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,4.5,4.5
4837,2023-01-09,13:56:04,1,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.1,3.1
4838,2023-01-09,13:57:01,1,8,Hell's Kitchen,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.5,2.5
4839,2023-01-09,13:58:37,2,5,Lower Manhattan,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.1,6.2
4840,2023-01-09,13:59:37,1,8,Hell's Kitchen,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,2.2,2.2
4841,2023-01-09,13:59:37,1,8,Hell's Kitchen,79,"3,75",Bakery,Scone,Jumbo Savory Scone,Mon,Jan,9,Afternoon,Weekday,Early month,Cheap spend,3.75,3.75
4842,2023-01-09,14:00:54,1,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,3.5
4843,2023-01-09,14:06:31,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4844,2023-01-09,14:06:48,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4845,2023-01-09,14:16:50,2,5,Lower Manhattan,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4846,2023-01-09,14:21:24,2,8,Hell's Kitchen,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,4.75,9.5
4847,2023-01-09,14:21:24,1,8,Hell's Kitchen,75,"3,5",Bakery,Pastry,Croissant,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,3.5
4848,2023-01-09,14:26:57,2,3,Astoria,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4849,2023-01-09,14:27:09,2,8,Hell's Kitchen,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4850,2023-01-09,14:32:27,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4851,2023-01-09,14:33:11,1,5,Lower Manhattan,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4852,2023-01-09,14:38:58,2,3,Astoria,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4853,2023-01-09,14:39:24,1,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,3.5
4854,2023-01-09,14:42:24,1,3,Astoria,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4855,2023-01-09,14:42:24,1,3,Astoria,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,15,15
4856,2023-01-09,14:47:27,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4857,2023-01-09,14:53:18,1,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,3.5
4858,2023-01-09,15:01:49,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4859,2023-01-09,15:09:25,1,8,Hell's Kitchen,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.2,2.2
4860,2023-01-09,15:09:25,1,8,Hell's Kitchen,78,"4,5",Bakery,Scone,Scottish Cream Scone ,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,4.5,4.5
4861,2023-01-09,15:09:46,2,5,Lower Manhattan,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.55,5.1
4862,2023-01-09,15:12:59,2,3,Astoria,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.55,5.1
4863,2023-01-09,15:16:34,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4864,2023-01-09,15:17:01,1,8,Hell's Kitchen,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.1,3.1
4865,2023-01-09,15:17:01,1,8,Hell's Kitchen,74,"3,5",Bakery,Biscotti,Ginger Biscotti,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,3.5
4866,2023-01-09,15:29:16,2,8,Hell's Kitchen,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4867,2023-01-09,15:30:24,1,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4868,2023-01-09,15:33:19,1,3,Astoria,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4869,2023-01-09,15:34:28,1,8,Hell's Kitchen,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4870,2023-01-09,15:38:43,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4871,2023-01-09,15:38:43,1,5,Lower Manhattan,79,"4,69",Bakery,Scone,Jumbo Savory Scone,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,4.69,4.69
4872,2023-01-09,15:44:54,1,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4873,2023-01-09,15:46:18,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4874,2023-01-09,15:50:37,2,8,Hell's Kitchen,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,7
4875,2023-01-09,15:59:25,2,8,Hell's Kitchen,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.2,4.4
4876,2023-01-09,16:03:10,1,8,Hell's Kitchen,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4877,2023-01-09,16:03:21,2,8,Hell's Kitchen,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4878,2023-01-09,16:03:58,2,3,Astoria,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4879,2023-01-09,16:03:58,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4880,2023-01-09,16:17:33,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4881,2023-01-09,16:17:33,1,3,Astoria,13,"8,95",Loose Tea,Black tea,English Breakfast,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,8.95,8.95
4882,2023-01-09,16:21:07,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4883,2023-01-09,16:25:08,2,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4884,2023-01-09,16:25:29,1,8,Hell's Kitchen,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4885,2023-01-09,16:25:29,1,8,Hell's Kitchen,76,"3,5",Bakery,Biscotti,Chocolate Chip Biscotti,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,3.5
4886,2023-01-09,16:31:43,1,3,Astoria,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4887,2023-01-09,16:33:35,1,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4888,2023-01-09,16:45:19,2,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,7.5
4889,2023-01-09,16:45:19,1,5,Lower Manhattan,78,"5,63",Bakery,Scone,Scottish Cream Scone ,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,5.63,5.63
4890,2023-01-09,16:45:37,1,5,Lower Manhattan,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4891,2023-01-09,16:48:23,1,5,Lower Manhattan,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.2,2.2
4892,2023-01-09,16:48:23,1,5,Lower Manhattan,10,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,10,10
4893,2023-01-09,16:57:00,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4894,2023-01-09,17:06:45,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4895,2023-01-09,17:06:45,1,8,Hell's Kitchen,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,0.8,0.8
4896,2023-01-09,17:15:21,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,7
4897,2023-01-09,17:17:50,2,3,Astoria,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,4.25,8.5
4898,2023-01-09,17:18:44,1,3,Astoria,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,4.75,4.75
4899,2023-01-09,17:20:06,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4900,2023-01-09,17:21:33,1,3,Astoria,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4901,2023-01-09,17:27:16,1,3,Astoria,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4902,2023-01-09,17:27:16,1,3,Astoria,20,"7,6",Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,7.6,7.6
4903,2023-01-09,17:31:18,1,3,Astoria,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.1,3.1
4904,2023-01-09,17:31:32,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2,4
4905,2023-01-09,17:31:32,1,8,Hell's Kitchen,79,"3,75",Bakery,Scone,Jumbo Savory Scone,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4906,2023-01-09,17:43:19,1,3,Astoria,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4907,2023-01-09,17:46:38,1,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,4.25,4.25
4908,2023-01-09,17:46:38,2,8,Hell's Kitchen,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,0.8,1.6
4909,2023-01-09,17:47:05,1,8,Hell's Kitchen,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.55,2.55
4910,2023-01-09,17:47:05,1,8,Hell's Kitchen,70,"3,25",Bakery,Scone,Cranberry Scone,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.25,3.25
4911,2023-01-09,17:47:05,1,8,Hell's Kitchen,3,"14,75",Coffee beans,Espresso Beans,Espresso Roast,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,14.75,14.75
4912,2023-01-09,17:47:47,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4913,2023-01-09,17:53:17,2,8,Hell's Kitchen,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,4.5,9
4914,2023-01-09,17:56:14,1,8,Hell's Kitchen,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4915,2023-01-09,17:56:14,1,8,Hell's Kitchen,70,"3,25",Bakery,Scone,Cranberry Scone,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.25,3.25
4916,2023-01-09,17:57:31,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4917,2023-01-09,18:02:31,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4918,2023-01-09,18:07:54,1,5,Lower Manhattan,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4919,2023-01-09,18:07:54,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4920,2023-01-09,18:08:27,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2,2
4921,2023-01-09,18:11:04,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4922,2023-01-09,18:11:17,2,8,Hell's Kitchen,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,7
4923,2023-01-09,18:11:18,1,3,Astoria,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.2,2.2
4924,2023-01-09,18:20:25,2,8,Hell's Kitchen,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4925,2023-01-09,18:28:11,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,6
4926,2023-01-09,18:28:11,1,3,Astoria,16,"8,95",Loose Tea,Chai tea,Traditional Blend Chai,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,8.95,8.95
4927,2023-01-09,18:28:56,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4928,2023-01-09,18:28:56,1,5,Lower Manhattan,79,"4,69",Bakery,Scone,Jumbo Savory Scone,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,4.69,4.69
4929,2023-01-09,18:37:01,1,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.1,3.1
4930,2023-01-09,18:41:22,1,5,Lower Manhattan,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4931,2023-01-09,18:46:44,2,3,Astoria,34,"2,45",Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.45,4.9
4932,2023-01-09,18:47:07,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3,3
4933,2023-01-09,18:55:11,1,3,Astoria,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
4934,2023-01-09,18:55:11,1,3,Astoria,17,"9,5",Loose Tea,Chai tea,Morning Sunrise Chai,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,9.5,9.5
4935,2023-01-09,18:55:32,1,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.5,3.5
4936,2023-01-09,19:03:24,1,3,Astoria,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.2,2.2
4937,2023-01-09,19:03:24,1,3,Astoria,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.25,3.25
4938,2023-01-09,19:15:02,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,3.75,3.75
4939,2023-01-09,19:16:04,2,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,5
4940,2023-01-09,19:18:20,1,8,Hell's Kitchen,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Mon,Jan,9,Evening,Weekday,Early month,Cheap spend,2.5,2.5
